sno,search_key,display_key,description,additional _notes,sec_recommendation,link_external,link_internal
,,WmiQuerySingleInstanceA,advapi32.dll,,,,
,,WmiQuerySingleInstanceMultipleA,advapi32.dll,,,,
,,WmiQuerySingleInstanceMultipleW,advapi32.dll,,,,
,,WmiQuerySingleInstanceW,advapi32.dll,,,,
,,WmiReceiveNotificationsA,advapi32.dll,,,,
,,WmiReceiveNotificationsW,advapi32.dll,,,,
,,WmiSetSingleInstanceA,advapi32.dll,,,,
,,WmiSetSingleInstanceW,advapi32.dll,,,,
,,WmiSetSingleItemA,advapi32.dll,,,,
,,WmiSetSingleItemW,advapi32.dll,,,,
,,Wow64Win32ApiEntry,advapi32.dll,,,,
,,WriteEncryptedFileRaw,advapi32.dll,,,,
,,?Allocate@CBufferAllocator@@UAEPAXK@Z,ntdll.dll,,,,
,,A_SHAFinal,ntdll.dll,,,,
,,A_SHAInit,ntdll.dll,,,,
,,A_SHAUpdate,ntdll.dll,,,,
,,AitFireParentUsageEvent (2),ntdll.dll,,,,
,,AitLogFeatureUsageByApp (1),ntdll.dll,,,,
,,AlpcAdjustCompletionListConcurrencyCount,ntdll.dll,,,,
,,AlpcFreeCompletionListMessage,ntdll.dll,,,,
,,AlpcGetCompletionListLastMessageInformation,ntdll.dll,,,,
,,AlpcGetCompletionListMessageAttributes,ntdll.dll,,,,
,,AlpcGetHeaderSize,ntdll.dll,,,,
,,AlpcGetMessageAttribute,ntdll.dll,,,,
,,AlpcGetMessageFromCompletionList,ntdll.dll,,,,
,,AlpcGetOutstandingCompletionListMessageCount,ntdll.dll,,,,
,,AlpcInitializeMessageAttribute,ntdll.dll,,,,
,,AlpcMaxAllowedMessageLength,ntdll.dll,,,,
,,AlpcRegisterCompletionList,ntdll.dll,,,,
,,AlpcRegisterCompletionListWorkerThread,ntdll.dll,,,,
,,AlpcRundownCompletionList,ntdll.dll,,,,
,,AlpcUnregisterCompletionList,ntdll.dll,,,,
,,AlpcUnregisterCompletionListWorkerThread,ntdll.dll,,,,
,,ApiSetQueryApiSetPresence,ntdll.dll,,,,
,,CsrAllocateCaptureBuffer,ntdll.dll,,,,
,,CsrAllocateCapturePointer,ntdll.dll,,,,
,,CsrAllocateMessagePointer,ntdll.dll,,,,
,,CsrCaptureMessageBuffer,ntdll.dll,,,,
,,CsrCaptureMessageMultiUnicodeStringsInPlace,ntdll.dll,,,,
,,CsrCaptureMessageString,ntdll.dll,,,,
,,CsrCaptureTimeout,ntdll.dll,,,,
,,CsrClientCallServer,ntdll.dll,,,,
,,CsrClientConnectToServer,ntdll.dll,,,,
,,CsrClientMaxMessage,ntdll.dll,,,,
,,CsrClientSendMessage,ntdll.dll,,,,
,,CsrClientThreadConnect,ntdll.dll,,,,
,,CsrDumpProfile,ntdll.dll,,,,
,,CsrFreeCaptureBuffer,ntdll.dll,,,,
,,CsrGetProcessId,ntdll.dll,,,,
,,CsrIdentifyAlertableThread,ntdll.dll,,,,
,,CsrNewThread,ntdll.dll,,,,
,,CsrProbeForRead,ntdll.dll,,,,
,,CsrProbeForWrite,ntdll.dll,,,,
,,CsrSetPriorityClass,ntdll.dll,,,,
,,CsrStartProfile,ntdll.dll,,,,
,,CsrStopDumpProfile,ntdll.dll,,,,
,,CsrStopProfile,ntdll.dll,,,,
,,CsrVerifyRegion,ntdll.dll,,,,
,,CsrpProcessCallbackRequest,ntdll.dll,,,,
,,DbgBreakPoint,ntdll.dll,,,,
,,DbgPrint,ntdll.dll,,,,
,,DbgPrintEx,ntdll.dll,,,,
,,DbgPrintReturnControlC,ntdll.dll,,,,
,,DbgPrompt,ntdll.dll,,,,
,,DbgQueryDebugFilterState,ntdll.dll,,,,
,,DbgSetDebugFilterState,ntdll.dll,,,,
,,DbgSsHandleKmApiMsg,ntdll.dll,,,,
,,DbgSsInitialize,ntdll.dll,,,,
,,DbgUiConnectToDbg,ntdll.dll,,,,
,,DbgUiContinue,ntdll.dll,,,,
,,DbgUiConvertStateChangeStructure,ntdll.dll,,,,
,,DbgUiConvertStateChangeStructureEx,ntdll.dll,,,,
,,DbgUiDebugActiveProcess,ntdll.dll,,,,
,,DbgUiGetThreadDebugObject,ntdll.dll,,,,
,,DbgUiIssueRemoteBreakin,ntdll.dll,,,,
,,DbgUiRemoteBreakin,ntdll.dll,,,,
,,DbgUiSetThreadDebugObject,ntdll.dll,,,,
,,DbgUiStopDebugging,ntdll.dll,,,,
,,DbgUiWaitStateChange,ntdll.dll,,,,
,,DbgUserBreakPoint,ntdll.dll,,,,
,,EtwControlTraceA,ntdll.dll,,,,
,,EtwControlTraceW,ntdll.dll,,,,
,,EtwCreateTraceInstanceId,ntdll.dll,,,,
,,EtwDeliverDataBlock,ntdll.dll,,,,
,,EtwEnableTrace,ntdll.dll,,,,
,,EtwEnumerateProcessRegGuids,ntdll.dll,,,,
,,EtwEnumerateTraceGuids,ntdll.dll,,,,
,,EtwEventActivityIdControl,ntdll.dll,,,,
,,EtwEventEnabled,ntdll.dll,,,,
,,EtwEventProviderEnabled,ntdll.dll,,,,
,,EtwEventRegister,ntdll.dll,,,,
,,EtwEventSetInformation,ntdll.dll,,,,
,,EtwEventUnregister,ntdll.dll,,,,
,,EtwEventWrite,ntdll.dll,,,,
,,EtwEventWriteEndScenario,ntdll.dll,,,,
,,EtwEventWriteEx,ntdll.dll,,,,
,,EtwEventWriteFull,ntdll.dll,,,,
,,EtwEventWriteNoRegistration,ntdll.dll,,,,
,,EtwEventWriteStartScenario,ntdll.dll,,,,
,,EtwEventWriteString,ntdll.dll,,,,
,,EtwEventWriteTransfer,ntdll.dll,,,,
,,EtwFlushTraceA,ntdll.dll,,,,
,,EtwFlushTraceW,ntdll.dll,,,,
,,EtwGetTraceEnableFlags,ntdll.dll,,,,
,,EtwGetTraceEnableLevel,ntdll.dll,,,,
,,EtwGetTraceLoggerHandle,ntdll.dll,,,,
,,EtwLogTraceEvent,ntdll.dll,,,,
,,EtwNotificationRegister,ntdll.dll,,,,
,,EtwNotificationRegistrationA,ntdll.dll,,,,
,,EtwNotificationRegistrationW,ntdll.dll,,,,
,,EtwNotificationUnregister,ntdll.dll,,,,
,,EtwProcessPrivateLoggerRequest,ntdll.dll,,,,
,,EtwQueryAllTracesA,ntdll.dll,,,,
,,EtwQueryAllTracesW,ntdll.dll,,,,
,,EtwQueryTraceA,ntdll.dll,,,,
,,EtwQueryTraceW,ntdll.dll,,,,
,,EtwReceiveNotificationsA,ntdll.dll,,,,
,,EtwReceiveNotificationsW,ntdll.dll,,,,
,,EtwRegisterSecurityProvider,ntdll.dll,,,,
,,EtwRegisterTraceGuidsA,ntdll.dll,,,,
,,EtwRegisterTraceGuidsW,ntdll.dll,,,,
,,EtwReplyNotification,ntdll.dll,,,,
,,EtwSendNotification,ntdll.dll,,,,
,,EtwSetMark,ntdll.dll,,,,
,,EtwStartTraceA,ntdll.dll,,,,
,,EtwStartTraceW,ntdll.dll,,,,
,,EtwStopTraceA,ntdll.dll,,,,
,,EtwStopTraceW,ntdll.dll,,,,
,,EtwTraceEvent,ntdll.dll,,,,
,,EtwTraceEventInstance,ntdll.dll,,,,
,,EtwTraceMessage,ntdll.dll,,,,
,,EtwTraceMessageVa,ntdll.dll,,,,
,,EtwUnregisterTraceGuids,ntdll.dll,,,,
,,EtwUpdateTraceA,ntdll.dll,,,,
,,EtwUpdateTraceW,ntdll.dll,,,,
,,EtwWriteUMSecurityEvent,ntdll.dll,,,,
,,EtwpCreateEtwThread,ntdll.dll,,,,
,,EtwpGetCpuSpeed,ntdll.dll,,,,
,,EtwpGetTraceBuffer,ntdll.dll,,,,
,,EtwpNotificationThread,ntdll.dll,,,,
,,EtwpSetHWConfigFunction,ntdll.dll,,,,
,,EvtIntReportAuthzEventAndSourceAsync,ntdll.dll,,,,
,,EvtIntReportEventAndSourceAsync,ntdll.dll,,,,
,,ExpInterlockedPopEntrySListEnd,ntdll.dll,,,,
,,ExpInterlockedPopEntrySListEnd8,ntdll.dll,,,,
,,ExpInterlockedPopEntrySListEnd16,ntdll.dll,,,,
,,ExpInterlockedPopEntrySListFault,ntdll.dll,,,,
,,ExpInterlockedPopEntrySListFault8,ntdll.dll,,,,
,,ExpInterlockedPopEntrySListFault16,ntdll.dll,,,,
,,ExpInterlockedPopEntrySListResume,ntdll.dll,,,,
,,ExpInterlockedPopEntrySListResume8,ntdll.dll,,,,
,,ExpInterlockedPopEntrySListResume16,ntdll.dll,,,,
,,KiFastSystemCall,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,KiFastSystemCallRet,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,KiIntSystemCall,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,,ntdll.dll,,,,
,,KiRaiseUserExceptionDispatcher,ntdll.dll,,,,
,,KiUserApcDispatcher,ntdll.dll,,,,
,,KiUserCallbackDispatcher,ntdll.dll,,,,
,,KiUserExceptionDispatcher,ntdll.dll,,,,
,,KiUserInvertedFunctionTable,ntdll.dll,,,,
,,LdrAccessOutOfProcessResource,ntdll.dll,,,,
,,LdrAccessResource,ntdll.dll,,,,
,,LdrAddDllDirectory,ntdll.dll,,,,
,,LdrAddLoadAsDataTable,ntdll.dll,,,,
,,LdrAddRefDll,ntdll.dll,,,,
,,LdrAlternateResourcesEnabled,ntdll.dll,,,,
,,LdrAppxHandleIntegrityFailure,ntdll.dll,,,,
,,LdrCreateOutOfProcessImage,ntdll.dll,,,,
,,LdrDestroyOutOfProcessImage,ntdll.dll,,,,
,,LdrDisableThreadCalloutsForDll,ntdll.dll,,,,
,,LdrEnumResources,ntdll.dll,,,,
,,LdrEnumerateLoadedModules,ntdll.dll,,,,
,,LdrFastFailInLoaderCallout,ntdll.dll,,,,
,,LdrFindCreateProcessManifest,ntdll.dll,,,,
,,LdrFindEntryForAddress,ntdll.dll,,,,
,,LdrFindResourceDirectory_U,ntdll.dll,,,,
,,LdrFindResourceEx_U,ntdll.dll,,,,
,,LdrFindResource_U,ntdll.dll,,,,
,,LdrFlushAlternateResourceModules,ntdll.dll,,,,
,,LdrGetDllDirectory,ntdll.dll,,,,
,,LdrGetDllFullName,ntdll.dll,,,,
,,LdrGetDllHandle,ntdll.dll,,,,
,,LdrGetDllHandleByMapping,ntdll.dll,,,,
,,LdrGetDllHandleByName,ntdll.dll,,,,
,,LdrGetDllHandleEx,ntdll.dll,,,,
,,LdrGetDllPath,ntdll.dll,,,,
,,LdrGetFailureData,ntdll.dll,,,,
,,LdrGetFileNameFromLoadAsDataTable,ntdll.dll,,,,
,,LdrGetKnownDllSectionHandle,ntdll.dll,,,,
,,LdrGetProcedureAddress,ntdll.dll,,,,
,,LdrGetProcedureAddressEx,ntdll.dll,,,,
,,LdrGetProcedureAddressForCaller,ntdll.dll,,,,
,,LdrHotPatchRoutine,ntdll.dll,,,,
,,LdrInitShimEngineDynamic,ntdll.dll,,,,
,,LdrInitializeThunk,ntdll.dll,,,,
,,LdrLoadAlternateResourceModule,ntdll.dll,,,,
,,LdrLoadAlternateResourceModuleEx,ntdll.dll,,,,
,,LdrLoadDll,ntdll.dll,,,,
,,LdrLockLoaderLock,ntdll.dll,,,,
,,LdrOpenImageFileOptionsKey,ntdll.dll,,,,
,,LdrProcessInitializationComplete,ntdll.dll,,,,
,,LdrProcessRelocationBlock,ntdll.dll,,,,
,,LdrProcessRelocationBlockEx,ntdll.dll,,,,
,,LdrQueryImageFileExecutionOptions,ntdll.dll,,,,
,,LdrQueryImageFileExecutionOptionsEx,ntdll.dll,,,,
,,LdrQueryImageFileKeyOption,ntdll.dll,,,,
,,LdrQueryModuleServiceTags,ntdll.dll,,,,
,,LdrQueryOptionalDelayLoadedAPI,ntdll.dll,,,,
,,LdrQueryProcessModuleInformation,ntdll.dll,,,,
,,LdrRegisterDllNotification,ntdll.dll,,,,
,,LdrRemoveDllDirectory,ntdll.dll,,,,
,,LdrRemoveLoadAsDataTable,ntdll.dll,,,,
,,LdrResFindResource,ntdll.dll,,,,
,,LdrResFindResourceDirectory,ntdll.dll,,,,
,,LdrResGetRCConfig,ntdll.dll,,,,
,,LdrResRelease,ntdll.dll,,,,
,,LdrResSearchResource,ntdll.dll,,,,
,,LdrResolveDelayLoadedAPI,ntdll.dll,,,,
,,LdrResolveDelayLoadsFromDll,ntdll.dll,,,,
,,LdrRscIsTypeExist,ntdll.dll,,,,
,,LdrSetAppCompatDllRedirectionCallback,ntdll.dll,,,,
,,LdrSetDefaultDllDirectories,ntdll.dll,,,,
,,LdrSetDllDirectory,ntdll.dll,,,,
,,LdrSetDllManifestProber,ntdll.dll,,,,
,,LdrSetImplicitPathOptions,ntdll.dll,,,,
,,LdrSetMUICacheType,ntdll.dll,,,,
,,LdrShutdownProcess,ntdll.dll,,,,
,,LdrShutdownThread,ntdll.dll,,,,
,,LdrStandardizeSystemPath,ntdll.dll,,,,
,,LdrSystemDllInitBlock,ntdll.dll,,,,
,,LdrUnloadAlternateResourceModule,ntdll.dll,,,,
,,LdrUnloadAlternateResourceModuleEx,ntdll.dll,,,,
,,LdrUnloadDll,ntdll.dll,,,,
,,LdrUnlockLoaderLock,ntdll.dll,,,,
,,LdrUnregisterDllNotification,ntdll.dll,,,,
,,LdrVerifyImageMatchesChecksum,ntdll.dll,,,,
,,LdrVerifyImageMatchesChecksumEx,ntdll.dll,,,,
,,LdrWx86FormatVirtualImage,ntdll.dll,,,,
,,LdrpResGetMappingSize,ntdll.dll,,,,
,,LdrpResGetRCConfig,ntdll.dll,,,,
,,LdrpResGetResourceDirectory,ntdll.dll,,,,
,,MD4Final,ntdll.dll,,,,
,,MD4Init,ntdll.dll,,,,
,,MD4Update,ntdll.dll,,,,
,,MD5Final,ntdll.dll,,,,
,,MD5Init,ntdll.dll,,,,
,,MD5Update,ntdll.dll,,,,
,,NPXEMULATORTABLE (data),ntdll.dll,,,,
,,NlsAnsiCodePage,ntdll.dll,,,,
,,NlsMbCodePageTag (data),ntdll.dll,,,,
,,NlsMbOemCodePageTag (data),ntdll.dll,,,,
,,NtAcceptConnectPort,ntdll.dll,,,,
,,NtAccessCheck,ntdll.dll,,,,
,,NtAccessCheckAndAuditAlarm,ntdll.dll,,,,
,,NtAccessCheckByType,ntdll.dll,,,,
,,NtAccessCheckByTypeAndAuditAlarm,ntdll.dll,,,,
,,NtAccessCheckByTypeResultList,ntdll.dll,,,,
,,NtAccessCheckByTypeResultListAndAuditAlarm,ntdll.dll,,,,
,,NtAccessCheckByTypeResultListAndAuditAlarmByHandle,ntdll.dll,,,,
,,NtAcquireCMFViewOwnership,ntdll.dll,,,,
,,NtAddAtom,ntdll.dll,,,,
,,NtAddAtomEx,ntdll.dll,,,,
,,NtAddBootEntry,ntdll.dll,,,,
,,NtAddDriverEntry,ntdll.dll,,,,
,,NtAdjustGroupsToken,ntdll.dll,,,,
,,NtAdjustPrivilegesToken,ntdll.dll,,,,
,,NtAdjustTokenClaimsAndDeviceGroups,ntdll.dll,,,,
,,NtAlertResumeThread,ntdll.dll,,,,
,,NtAlertThread,ntdll.dll,,,,
,,NtAlertThreadByThreadId,ntdll.dll,,,,
,,NtAllocateLocallyUniqueId,ntdll.dll,,,,
,,NtAllocateReserveObject,ntdll.dll,,,,
,,NtAllocateUserPhysicalPages,ntdll.dll,,,,
,,NtAllocateUuids,ntdll.dll,,,,
,,NtAllocateVirtualMemory,ntdll.dll,,,,
,,NtAlpcAcceptConnectPort,ntdll.dll,,,,
,,NtAlpcCancelMessage,ntdll.dll,,,,
,,NtAlpcConnectPort,ntdll.dll,,,,
,,NtAlpcConnectPortEx,ntdll.dll,,,,
,,NtAlpcCreatePort,ntdll.dll,,,,
,,NtAlpcCreatePortSection,ntdll.dll,,,,
,,NtAlpcCreateResourceReserve,ntdll.dll,,,,
,,NtAlpcCreateSectionView,ntdll.dll,,,,
,,NtAlpcCreateSecurityContext,ntdll.dll,,,,
,,NtAlpcDeletePortSection,ntdll.dll,,,,
,,NtAlpcDeleteResourceReserve,ntdll.dll,,,,
,,NtAlpcDeleteSectionView,ntdll.dll,,,,
,,NtAlpcDeleteSecurityContext,ntdll.dll,,,,
,,NtAlpcDisconnectPort,ntdll.dll,,,,
,,NtAlpcImpersonateClientContainerOfPort,ntdll.dll,,,,
,,NtAlpcImpersonateClientOfPort,ntdll.dll,,,,
,,NtAlpcOpenSenderProcess,ntdll.dll,,,,
,,NtAlpcOpenSenderThread,ntdll.dll,,,,
,,NtAlpcQueryInformation,ntdll.dll,,,,
,,NtAlpcQueryInformationMessage,ntdll.dll,,,,
,,NtAlpcRevokeSecurityContext,ntdll.dll,,,,
,,NtAlpcSendWaitReceivePort,ntdll.dll,,,,
,,NtAlpcSetInformation,ntdll.dll,,,,
,,NtApphelpCacheControl,ntdll.dll,,,,
,,NtAreMappedFilesTheSame,ntdll.dll,,,,
,,NtAssignProcessToJobObject,ntdll.dll,,,,
,,NtAssociateWaitCompletionPacket,ntdll.dll,,,,
,,NtCallbackReturn,ntdll.dll,,,,
,,NtCancelDeviceWakeupRequest,ntdll.dll,,,,
,,NtCancelIoFile,ntdll.dll,,,,
,,NtCancelIoFileEx,ntdll.dll,,,,
,,NtCancelSynchronousIoFile,ntdll.dll,,,,
,,NtCancelTimer,ntdll.dll,,,,
,,NtCancelTimer2,ntdll.dll,,,,
,,NtCancelWaitCompletionPacket,ntdll.dll,,,,
,,NtClearAllSavepointsTransaction,ntdll.dll,,,,
,,NtClearEvent,ntdll.dll,,,,
,,NtClearSavepointTransaction,ntdll.dll,,,,
,,NtClose,ntdll.dll,,,,
,,NtCloseObjectAuditAlarm,ntdll.dll,,,,
,,NtCommitComplete,ntdll.dll,,,,
,,NtCommitEnlistment,ntdll.dll,,,,
,,NtCommitTransaction,ntdll.dll,,,,
,,NtCompactKeys,ntdll.dll,,,,
,,NtCompareObjects,ntdll.dll,,,,
,,NtCompareTokens,ntdll.dll,,,,
,,NtCompleteConnectPort,ntdll.dll,,,,
,,NtCompressKey,ntdll.dll,,,,
,,NtConnectPort,ntdll.dll,,,,
,,NtContinue,ntdll.dll,,,,
,,NtCreateChannel,ntdll.dll,,,,
,,NtCreateDebugObject,ntdll.dll,,,,
,,NtCreateDirectoryObject,ntdll.dll,,,,
,,NtCreateDirectoryObjectEx,ntdll.dll,,,,
,,NtCreateEnlistment,ntdll.dll,,,,
,,NtCreateEvent,ntdll.dll,,,,
,,NtCreateEventPair,ntdll.dll,,,,
,,NtCreateFile,ntdll.dll,,,,
,,NtCreateIRTimer,ntdll.dll,,,,
,,NtCreateIoCompletion,ntdll.dll,,,,
,,NtCreateJobObject,ntdll.dll,,,,
,,NtCreateJobSet,ntdll.dll,,,,
,,NtCreateKey,ntdll.dll,,,,
,,NtCreateKeyTransacted,ntdll.dll,,,,
,,NtCreateKeyedEvent,ntdll.dll,,,,
,,NtCreateLowBoxToken,ntdll.dll,,,,
,,NtCreateMailslotFile,ntdll.dll,,,,
,,NtCreateMutant,ntdll.dll,,,,
,,NtCreateNamedPipeFile,ntdll.dll,,,,
,,NtCreatePagingFile,ntdll.dll,,,,
,,NtCreatePartition,ntdll.dll,,,,
,,NtCreatePort,ntdll.dll,,,,
,,NtCreatePrivateNamespace,ntdll.dll,,,,
,,NtCreateProcess,ntdll.dll,,,,
,,NtCreateProcessEx,ntdll.dll,,,,
,,NtCreateProfile,ntdll.dll,,,,
,,NtCreateProfileEx,ntdll.dll,,,,
,,NtCreateResourceManager,ntdll.dll,,,,
,,NtCreateSection,ntdll.dll,,,,
,,NtCreateSemaphore,ntdll.dll,,,,
,,NtCreateSymbolicLinkObject,ntdll.dll,,,,
,,NtCreateThread,ntdll.dll,,,,
,,NtCreateThreadEx,ntdll.dll,,,,
,,NtCreateTimer,ntdll.dll,,,,
,,NtCreateTimer2,ntdll.dll,,,,
,,NtCreateToken,ntdll.dll,,,,
,,NtCreateTokenEx,ntdll.dll,,,,
,,NtCreateTransaction,ntdll.dll,,,,
,,NtCreateTransactionManager,ntdll.dll,,,,
,,NtCreateUserProcess,ntdll.dll,,,,
,,NtCreateWaitCompletionPacket,ntdll.dll,,,,
,,NtCreateWaitablePort,ntdll.dll,,,,
,,NtCreateWnfStateName,ntdll.dll,,,,
,,NtCreateWorkerFactory,ntdll.dll,,,,
,,NtCurrentTeb,ntdll.dll,,,,
,,NtDebugActiveProcess,ntdll.dll,,,,
,,NtDebugContinue,ntdll.dll,,,,
,,NtDelayExecution,ntdll.dll,,,,
,,NtDeleteAtom,ntdll.dll,,,,
,,NtDeleteBootEntry,ntdll.dll,,,,
,,NtDeleteDriverEntry,ntdll.dll,,,,
,,NtDeleteFile,ntdll.dll,,,,
,,NtDeleteKey,ntdll.dll,,,,
,,NtDeleteObjectAuditAlarm,ntdll.dll,,,,
,,NtDeletePrivateNamespace,ntdll.dll,,,,
,,NtDeleteValueKey,ntdll.dll,,,,
,,NtDeleteWnfStateData,ntdll.dll,,,,
,,NtDeleteWnfStateName,ntdll.dll,,,,
,,NtDeviceIoControlFile,ntdll.dll,,,,
,,NtDisableLastKnownGood,ntdll.dll,,,,
,,NtDisplayString,ntdll.dll,,,,
,,NtDrawText,ntdll.dll,,,,
,,NtDuplicateObject,ntdll.dll,,,,
,,NtDuplicateToken,ntdll.dll,,,,
,,NtEnableLastKnownGood,ntdll.dll,,,,
,,NtEnumerateBootEntries,ntdll.dll,,,,
,,NtEnumerateBus,ntdll.dll,,,,
,,NtEnumerateDriverEntries,ntdll.dll,,,,
,,NtEnumerateKey,ntdll.dll,,,,
,,NtEnumerateSystemEnvironmentValuesEx,ntdll.dll,,,,
,,NtEnumerateTransactionObject,ntdll.dll,,,,
,,NtEnumerateValueKey,ntdll.dll,,,,
,,NtExtendSection,ntdll.dll,,,,
,,NtFilterBootOption,ntdll.dll,,,,
,,NtFilterToken,ntdll.dll,,,,
,,NtFilterTokenEx,ntdll.dll,,,,
,,NtFindAtom,ntdll.dll,,,,
,,NtFlushBuffersFile,ntdll.dll,,,,
,,NtFlushBuffersFileEx,ntdll.dll,,,,
,,NtFlushInstallUILanguage,ntdll.dll,,,,
,,NtFlushInstructionCache,ntdll.dll,,,,
,,NtFlushKey,ntdll.dll,,,,
,,NtFlushProcessWriteBuffers,ntdll.dll,,,,
,,NtFlushVirtualMemory,ntdll.dll,,,,
,,NtFlushWriteBuffer,ntdll.dll,,,,
,,NtFreeUserPhysicalPages,ntdll.dll,,,,
,,NtFreeVirtualMemory,ntdll.dll,,,,
,,NtFreezeRegistry,ntdll.dll,,,,
,,NtFreezeTransactions,ntdll.dll,,,,
,,NtFsControlFile,ntdll.dll,,,,
,,NtGetCachedSigningLevel,ntdll.dll,,,,
,,NtGetCompleteWnfStateSubscription,ntdll.dll,,,,
,,NtGetContextThread,ntdll.dll,,,,
,,NtGetCurrentProcessorNumber,ntdll.dll,,,,
,,NtGetCurrentProcessorNumberEx,ntdll.dll,,,,
,,NtGetDevicePowerState,ntdll.dll,,,,
,,NtGetMUIRegistryInfo,ntdll.dll,,,,
,,NtGetNextProcess,ntdll.dll,,,,
,,NtGetNextThread,ntdll.dll,,,,
,,NtGetNlsSectionPtr,ntdll.dll,,,,
,,NtGetNotificationResourceManager,ntdll.dll,,,,
,,NtGetPlugPlayEvent,ntdll.dll,,,,
,,NtGetTickCount,ntdll.dll,,,,
,,NtGetWriteWatch,ntdll.dll,,,,
,,NtImpersonateAnonymousToken,ntdll.dll,,,,
,,NtImpersonateClientOfPort,ntdll.dll,,,,
,,NtImpersonateThread,ntdll.dll,,,,
,,NtInitializeNlsFiles,ntdll.dll,,,,
,,NtInitializeRegistry,ntdll.dll,,,,
,,NtInitializeVDM,ntdll.dll,,,,
,,NtInitiatePowerAction,ntdll.dll,,,,
,,NtIsProcessInJob,ntdll.dll,,,,
,,NtIsSystemResumeAutomatic,ntdll.dll,,,,
,,NtIsUILanguageComitted,ntdll.dll,,,,
,,NtListTransactions,ntdll.dll,,,,
,,NtListenChannel,ntdll.dll,,,,
,,NtListenPort,ntdll.dll,,,,
,,NtLoadDriver,ntdll.dll,,,,
,,NtLoadKey,ntdll.dll,,,,
,,NtLoadKey2,ntdll.dll,,,,
,,NtLoadKeyEx,ntdll.dll,,,,
,,NtLockFile,ntdll.dll,,,,
,,NtLockProductActivationKeys,ntdll.dll,,,,
,,NtLockRegistryKey,ntdll.dll,,,,
,,NtLockVirtualMemory,ntdll.dll,,,,
,,NtMakePermanentObject,ntdll.dll,,,,
,,NtMakeTemporaryObject,ntdll.dll,,,,
,,NtManagePartition,ntdll.dll,,,,
,,NtMapCMFModule,ntdll.dll,,,,
,,NtMapUserPhysicalPages,ntdll.dll,,,,
,,NtMapUserPhysicalPagesScatter,ntdll.dll,,,,
,,NtMapViewOfSection,ntdll.dll,,,,
,,NtMarshallTransaction,ntdll.dll,,,,
,,NtModifyBootEntry,ntdll.dll,,,,
,,NtModifyDriverEntry,ntdll.dll,,,,
,,NtNotifyChangeDirectoryFile,ntdll.dll,,,,
,,NtNotifyChangeKey,ntdll.dll,,,,
,,NtNotifyChangeMultipleKeys,ntdll.dll,,,,
,,NtNotifyChangeSession,ntdll.dll,,,,
,,NtOpenChannel,ntdll.dll,,,,
,,NtOpenDirectoryObject,ntdll.dll,,,,
,,NtOpenEnlistment,ntdll.dll,,,,
,,NtOpenEvent,ntdll.dll,,,,
,,NtOpenEventPair,ntdll.dll,,,,
,,NtOpenFile,ntdll.dll,,,,
,,NtOpenIoCompletion,ntdll.dll,,,,
,,NtOpenJobObject,ntdll.dll,,,,
,,NtOpenKey,ntdll.dll,,,,
,,NtOpenKeyEx,ntdll.dll,,,,
,,NtOpenKeyTransacted,ntdll.dll,,,,
,,NtOpenKeyTransactedEx,ntdll.dll,,,,
,,NtOpenKeyedEvent,ntdll.dll,,,,
,,NtOpenMutant,ntdll.dll,,,,
,,NtOpenObjectAuditAlarm,ntdll.dll,,,,
,,NtOpenPartition,ntdll.dll,,,,
,,NtOpenPrivateNamespace,ntdll.dll,,,,
,,NtOpenProcess,ntdll.dll,,,,
,,NtOpenProcessToken,ntdll.dll,,,,
,,NtOpenProcessTokenEx,ntdll.dll,,,,
,,NtOpenResourceManager,ntdll.dll,,,,
,,NtOpenSection,ntdll.dll,,,,
,,NtOpenSemaphore,ntdll.dll,,,,
,,NtOpenSession,ntdll.dll,,,,
,,NtOpenSymbolicLinkObject,ntdll.dll,,,,
,,NtOpenThread,ntdll.dll,,,,
,,NtOpenThreadToken,ntdll.dll,,,,
,,NtOpenThreadTokenEx,ntdll.dll,,,,
,,NtOpenTimer,ntdll.dll,,,,
,,NtOpenTransaction,ntdll.dll,,,,
,,NtOpenTransactionManager,ntdll.dll,,,,
,,NtPlugPlayControl,ntdll.dll,,,,
,,NtPowerInformation,ntdll.dll,,,,
,,NtPrePrepareComplete,ntdll.dll,,,,
,,NtPrePrepareEnlistment,ntdll.dll,,,,
,,NtPrepareComplete,ntdll.dll,,,,
,,NtPrepareEnlistment,ntdll.dll,,,,
,,NtPrivilegeCheck,ntdll.dll,,,,
,,NtPrivilegeObjectAuditAlarm,ntdll.dll,,,,
,,NtPrivilegedServiceAuditAlarm,ntdll.dll,,,,
,,NtPropagationComplete,ntdll.dll,,,,
,,NtPropagationFailed,ntdll.dll,,,,
,,NtProtectVirtualMemory,ntdll.dll,,,,
,,NtPullTransaction,ntdll.dll,,,,
,,NtPulseEvent,ntdll.dll,,,,
,,NtQueryAttributesFile,ntdll.dll,,,,
,,NtQueryBootEntryOrder,ntdll.dll,,,,
,,NtQueryBootOptions,ntdll.dll,,,,
,,NtQueryDebugFilterState,ntdll.dll,,,,
,,NtQueryDefaultLocale,ntdll.dll,,,,
,,NtQueryDefaultUILanguage,ntdll.dll,,,,
